column1,column2,record_id,client_id,purchase_ref,purchase_date,dispatch_date,delivery_mode,item_code,item_title,main_group,sub_group,revenue,total_amount,earnings,units_sold,rebate,postal_code,nation,town,province,zone,client_type,column3,column4,column5,product_subcategory,profit
737,710,707.0,273.0,CA-2016-138527,9/12/2016 0:00,9/17/2016 0:00,Regular Delivery,TEC-AC-10002399,SanDisk Cruzer 32 GB USB Flash Drive,Digital Equipment,Accessories,15.216,17.4984,2.2824,1,0.2,27511.0,United States,Cary,North Carolina,South,Business Account,,,,,
738,711,708.0,274.0,CA-2016-112158,12/2/2016 0:00,12/4/2016 0:00,Express Delivery,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Digital Equipment,Accessories,119.96,172.7424,52.7824,4,0.0,10035.0,United States,New York City,New York,East,Individual Buyer,,,,,
739,712,709.0,274.0,CA-2016-112158,12/2/2016 0:00,12/4/2016 0:00,Express Delivery,FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,Workspace Fixtures,Bookcases,883.92,773.43,-110.49,5,0.2,10035.0,United States,New York City,New York,East,Individual Buyer,,,,,
740,713,710.0,274.0,CA-2016-112158,12/2/2016 0:00,12/4/2016 0:00,Express Delivery,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",Work Essentials,Binders,46.72,62.488,15.768,8,0.2,10035.0,United States,New York City,New York,East,Individual Buyer,,,,,
741,714,711.0,275.0,CA-2016-113887,4/5/2016 0:00,4/7/2016 0:00,Express Delivery,OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Work Essentials,Paper,55.48,82.1104,26.6304,1,0.0,10035.0,United States,New York City,New York,East,Remote Workspace,,,,,
742,715,712.0,276.0,CA-2019-146136,9/3/2019 0:00,9/7/2019 0:00,Regular Delivery,OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Work Essentials,Envelopes,24.448,33.3104,8.8624,4,0.2,32137.0,United States,Palm Coast,Florida,South,Individual Buyer,,,,,
743,716,713.0,277.0,US-2019-100048,5/19/2019 0:00,5/24/2019 0:00,Regular Delivery,OFF-AP-10001154,Bionaire Personal Warm Mist Humidifier/Vaporizer,Work Essentials,Appliances,281.34,391.0626,109.7226,6,0.0,10550.0,United States,Mount Vernon,New York,East,Business Account,,,,,
744,717,714.0,277.0,US-2019-100048,5/19/2019 0:00,5/24/2019 0:00,Regular Delivery,TEC-PH-10003012,Nortel Meridian M3904 Professional Digital phone,Digital Equipment,Phones,307.98,397.2942,89.3142,2,0.0,10550.0,United States,Mount Vernon,New York,East,Business Account,,,,,
745,718,715.0,277.0,US-2019-100048,5/19/2019 0:00,5/24/2019 0:00,Regular Delivery,TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,Digital Equipment,Accessories,299.97,413.9586,113.9886,3,0.0,10550.0,United States,Mount Vernon,New York,East,Business Account,,,,,
746,719,716.0,115.0,CA-2016-153150,7/1/2016 0:00,7/6/2016 0:00,Priority Shipping,OFF-BI-10003355,Cardinal Holdit Business Card Pockets,Work Essentials,Binders,19.92,26.892,6.972,5,0.2,98105.0,United States,Seattle,Washington,West,Business Account,,,,,
747,720,717.0,278.0,CA-2016-130092,1/11/2016 0:00,1/14/2016 0:00,Express Delivery,FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",Workspace Fixtures,Furnishings,9.94,13.0214,3.0814,2,0.0,19901.0,United States,Dover,Delaware,East,Individual Buyer,,,,,
748,721,718.0,111.0,CA-2019-108910,9/24/2019 0:00,9/29/2019 0:00,Regular Delivery,FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Workspace Fixtures,Furnishings,103.056,127.5318,24.4758,3,0.2,43055.0,United States,Newark,Ohio,East,Individual Buyer,,,,,
749,722,719.0,279.0,CA-2016-104472,6/2/2016 0:00,6/7/2016 0:00,Regular Delivery,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,Work Essentials,Binders,59.808,79.2456,19.4376,3,0.2,84057.0,United States,Orem,Utah,West,Remote Workspace,,,,,
750,723,720.0,279.0,CA-2016-104472,6/2/2016 0:00,6/7/2016 0:00,Regular Delivery,FUR-FU-10000246,Aluminum Document Frame,Workspace Fixtures,Furnishings,73.32,95.316,21.996,6,0.0,84057.0,United States,Orem,Utah,West,Remote Workspace,,,,,
751,724,721.0,280.0,CA-2018-112942,2/13/2018 0:00,2/18/2018 0:00,Regular Delivery,OFF-PA-10004092,Tops Green Bar Computer Printout Paper,Work Essentials,Paper,146.82,220.23,73.41,3,0.0,90045.0,United States,Los Angeles,California,West,Remote Workspace,,,,,
752,725,722.0,173.0,CA-2018-142335,12/15/2018 0:00,12/19/2018 0:00,Regular Delivery,FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Workspace Fixtures,Tables,1652.94,1884.3516,231.4116,3,0.0,48205.0,United States,Detroit,Michigan,Central,Business Account,,,,,
753,726,723.0,173.0,CA-2018-142335,12/15/2018 0:00,12/19/2018 0:00,Regular Delivery,OFF-ST-10000036,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Work Essentials,Storage,296.37,376.3899,80.0199,3,0.0,48205.0,United States,Detroit,Michigan,Central,Business Account,,,,,
754,727,724.0,281.0,CA-2016-117429,10/7/2016 0:00,10/13/2016 0:00,Regular Delivery,FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",Workspace Fixtures,Furnishings,129.92,151.032,21.112,5,0.2,19140.0,United States,Philadelphia,Pennsylvania,East,Remote Workspace,,,,,
755,728,725.0,282.0,CA-2018-114713,7/7/2018 0:00,7/12/2018 0:00,Regular Delivery,OFF-SU-10004664,Acme Softgrip Scissors,Work Essentials,Supplies,45.584,50.7122,5.1282,7,0.2,33012.0,United States,Hialeah,Florida,South,Business Account,,,,,
756,729,726.0,283.0,CA-2019-144113,9/16/2019 0:00,9/20/2019 0:00,Regular Delivery,OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Work Essentials,Envelopes,17.568,23.9364,6.3684,2,0.2,78745.0,United States,Austin,Texas,Central,Individual Buyer,,,,,
757,730,727.0,283.0,CA-2019-144113,9/16/2019 0:00,9/20/2019 0:00,Regular Delivery,TEC-PH-10002170,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Digital Equipment,Phones,55.992,61.5912,5.5992,1,0.2,78745.0,United States,Austin,Texas,Central,Individual Buyer,,,,,
758,731,728.0,284.0,US-2018-150861,12/3/2018 0:00,12/6/2018 0:00,Express Delivery,OFF-PA-10001954,Xerox 1964,Work Essentials,Paper,182.72,266.7712,84.0512,8,0.0,11572.0,United States,Oceanside,New York,East,Individual Buyer,,,,,
759,732,729.0,284.0,US-2018-150861,12/3/2018 0:00,12/6/2018 0:00,Express Delivery,FUR-TA-10002228,"Bevis Traditional Conference Table Top, Plinth Base",Workspace Fixtures,Tables,400.032,246.6864,-153.3456,2,0.4,11572.0,United States,Oceanside,New York,East,Individual Buyer,,,,,
760,733,730.0,284.0,US-2018-150861,12/3/2018 0:00,12/6/2018 0:00,Express Delivery,OFF-ST-10004634,"Personal Folder Holder, Ebony",Work Essentials,Storage,33.63,43.719,10.089,3,0.0,11572.0,United States,Oceanside,New York,East,Individual Buyer,,,,,
761,734,731.0,284.0,US-2018-150861,12/3/2018 0:00,12/6/2018 0:00,Express Delivery,FUR-CH-10002965,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Workspace Fixtures,Chairs,542.646,645.1458,102.4998,3,0.1,11572.0,United States,Oceanside,New York,East,Individual Buyer,,,,,
762,735,732.0,284.0,US-2018-150861,12/3/2018 0:00,12/6/2018 0:00,Express Delivery,OFF-LA-10001317,Avery 520,Work Essentials,Labels,6.3,9.324,3.024,2,0.0,11572.0,United States,Oceanside,New York,East,Individual Buyer,,,,,
763,736,733.0,285.0,CA-2019-131954,1/21/2019 0:00,1/25/2019 0:00,Regular Delivery,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,Work Essentials,Storage,242.94,252.6576,9.7176,3,0.0,98115.0,United States,Seattle,Washington,West,Remote Workspace,,,,,
764,737,734.0,285.0,CA-2019-131954,1/21/2019 0:00,1/25/2019 0:00,Regular Delivery,TEC-AC-10003610,Logitech Illuminated - Keyboard,Digital Equipment,Accessories,179.97,266.3556,86.3856,3,0.0,98115.0,United States,Seattle,Washington,West,Remote Workspace,,,,,
765,738,735.0,285.0,CA-2019-131954,1/21/2019 0:00,1/25/2019 0:00,Regular Delivery,OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,Work Essentials,Binders,99.696,133.3434,33.6474,6,0.2,98115.0,United States,Seattle,Washington,West,Remote Workspace,,,,,
766,739,736.0,285.0,CA-2019-131954,1/21/2019 0:00,1/25/2019 0:00,Regular Delivery,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,Work Essentials,Binders,27.936,37.3644,9.4284,4,0.2,98115.0,United States,Seattle,Washington,West,Remote Workspace,,,,,
767,740,737.0,285.0,CA-2019-131954,1/21/2019 0:00,1/25/2019 0:00,Regular Delivery,FUR-BO-10001619,O'Sullivan Cherrywood Estates Traditional Bookcase,Workspace Fixtures,Bookcases,84.98,103.6756,18.6956,1,0.0,98115.0,United States,Seattle,Washington,West,Remote Workspace,,,,,
768,741,738.0,285.0,CA-2019-131954,1/21/2019 0:00,1/25/2019 0:00,Regular Delivery,OFF-BI-10000138,Acco Translucent Poly Ring Binders,Work Essentials,Binders,18.72,25.272,6.552,5,0.2,98115.0,United States,Seattle,Washington,West,Remote Workspace,,,,,
769,742,739.0,48.0,CA-2016-132500,9/8/2016 0:00,9/12/2016 0:00,Regular Delivery,TEC-AC-10001383,Logitech Wireless Touch Keyboard K400,Digital Equipment,Accessories,49.98,58.4766,8.4966,2,0.0,94110.0,United States,San Francisco,California,West,Individual Buyer,,,,,
770,743,740.0,286.0,CA-2016-112326,1/4/2016 0:00,1/8/2016 0:00,Regular Delivery,OFF-LA-10003223,Avery 508,Work Essentials,Labels,11.784,16.0557,4.2717,3,0.2,60540.0,United States,Naperville,Illinois,Central,Remote Workspace,,,,,
771,744,741.0,286.0,CA-2016-112326,1/4/2016 0:00,1/8/2016 0:00,Regular Delivery,OFF-ST-10002743,SAFCO Boltless Steel Shelving,Work Essentials,Storage,272.736,207.9612,-64.7748,3,0.2,60540.0,United States,Naperville,Illinois,Central,Remote Workspace,,,,,
772,745,742.0,286.0,CA-2016-112326,1/4/2016 0:00,1/8/2016 0:00,Regular Delivery,OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,Work Essentials,Binders,3.54,-1.947,-5.487,2,0.8,60540.0,United States,Naperville,Illinois,Central,Remote Workspace,,,,,
773,746,743.0,287.0,US-2018-146710,8/27/2018 0:00,9/1/2018 0:00,Regular Delivery,OFF-SU-10004498,Martin-Yale Premier Letter Opener,Work Essentials,Supplies,51.52,40.572,-10.948,5,0.2,75220.0,United States,Dallas,Texas,Central,Individual Buyer,,,,,
774,747,744.0,287.0,US-2018-146710,8/27/2018 0:00,9/1/2018 0:00,Regular Delivery,OFF-PA-10002615,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",Work Essentials,Paper,3.528,4.6746,1.1466,1,0.2,75220.0,United States,Dallas,Texas,Central,Individual Buyer,,,,,
775,748,745.0,287.0,US-2018-146710,8/27/2018 0:00,9/1/2018 0:00,Regular Delivery,OFF-PA-10004971,Xerox 196,Work Essentials,Paper,4.624,6.3002,1.6762,1,0.2,75220.0,United States,Dallas,Texas,Central,Individual Buyer,,,,,
776,749,746.0,287.0,US-2018-146710,8/27/2018 0:00,9/1/2018 0:00,Regular Delivery,OFF-SU-10004261,"Fiskars 8"" Scissors, 2/Pack",Work Essentials,Supplies,55.168,61.3744,6.2064,4,0.2,75220.0,United States,Dallas,Texas,Central,Individual Buyer,,,,,
777,750,747.0,187.0,CA-2016-124429,5/27/2016 0:00,5/27/2016 0:00,Instant Dispatch,FUR-TA-10002607,KI Conference Tables,Workspace Fixtures,Tables,567.12,538.764,-28.356,10,0.2,92105.0,United States,San Diego,California,West,Business Account,,,,,
778,751,748.0,187.0,CA-2016-124429,5/27/2016 0:00,5/27/2016 0:00,Instant Dispatch,OFF-ST-10001809,Fellowes Officeware Wire Shelving,Work Essentials,Storage,359.32,366.5064,7.1864,4,0.0,92105.0,United States,San Diego,California,West,Business Account,,,,,
779,752,749.0,288.0,CA-2018-150889,3/20/2018 0:00,3/22/2018 0:00,Priority Shipping,TEC-PH-10000004,Belkin iPhone and iPad Lightning Cable,Digital Equipment,Phones,11.992,12.8914,0.8994,1,0.2,60201.0,United States,Evanston,Illinois,Central,Individual Buyer,,,,,
780,753,750.0,289.0,CA-2019-126074,10/2/2019 0:00,10/6/2019 0:00,Regular Delivery,OFF-BI-10003638,GBC Durable Plastic Covers,Work Essentials,Binders,58.05,84.753,26.703,3,0.0,48183.0,United States,Trenton,Michigan,Central,Individual Buyer,,,,,
781,754,751.0,289.0,CA-2019-126074,10/2/2019 0:00,10/6/2019 0:00,Regular Delivery,FUR-FU-10003577,Nu-Dell Leatherette Frames,Workspace Fixtures,Furnishings,157.74,214.5264,56.7864,11,0.0,48183.0,United States,Trenton,Michigan,Central,Individual Buyer,,,,,
782,755,752.0,289.0,CA-2019-126074,10/2/2019 0:00,10/6/2019 0:00,Regular Delivery,OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Work Essentials,Art,56.98,79.772,22.792,7,0.0,48183.0,United States,Trenton,Michigan,Central,Individual Buyer,,,,,
783,756,753.0,289.0,CA-2019-126074,10/2/2019 0:00,10/6/2019 0:00,Regular Delivery,OFF-BI-10000546,Avery Durable Binders,Work Essentials,Binders,2.88,4.2912,1.4112,1,0.0,48183.0,United States,Trenton,Michigan,Central,Individual Buyer,,,,,
784,757,754.0,290.0,CA-2018-110499,4/7/2018 0:00,4/9/2018 0:00,Express Delivery,TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,Digital Equipment,Copiers,1199.976,1574.9685,374.9925,3,0.2,94110.0,United States,San Francisco,California,West,Business Account,,,,,
785,758,755.0,235.0,CA-2017-135272,12/7/2017 0:00,12/12/2017 0:00,Regular Delivery,FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,Workspace Fixtures,Furnishings,79.92,108.6912,28.7712,4,0.0,90036.0,United States,Los Angeles,California,West,Individual Buyer,,,,,
786,759,756.0,241.0,CA-2018-140928,9/18/2018 0:00,9/22/2018 0:00,Regular Delivery,FUR-TA-10001095,Chromcraft Round Conference Tables,Workspace Fixtures,Tables,383.438,216.1196,-167.3184,4,0.45,32216.0,United States,Jacksonville,Florida,South,Business Account,,,,,
787,760,757.0,291.0,CA-2016-106803,12/29/2016 0:00,1/2/2017 0:00,Regular Delivery,OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File,Work Essentials,Storage,24.56,31.4368,6.8768,2,0.0,55016.0,United States,Cottage Grove,Minnesota,Central,Individual Buyer,,,,,
788,761,758.0,291.0,CA-2016-106803,12/29/2016 0:00,1/2/2017 0:00,Regular Delivery,TEC-AC-10001267,Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...,Digital Equipment,Accessories,119.8,167.72,47.92,4,0.0,55016.0,United States,Cottage Grove,Minnesota,Central,Individual Buyer,,,,,
789,762,759.0,292.0,CA-2019-117240,7/23/2019 0:00,7/28/2019 0:00,Regular Delivery,OFF-BI-10000848,Angle-D Ring Binders,Work Essentials,Binders,13.128,17.3946,4.2666,3,0.2,10009.0,United States,New York City,New York,East,Business Account,,,,,
790,763,760.0,293.0,CA-2019-133333,9/18/2019 0:00,9/22/2019 0:00,Regular Delivery,OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Work Essentials,Paper,22.72,32.944,10.224,4,0.0,54302.0,United States,Green Bay,Wisconsin,Central,Business Account,,,,,
791,764,761.0,240.0,CA-2017-112319,8/31/2017 0:00,9/5/2017 0:00,Regular Delivery,OFF-PA-10003441,Xerox 226,Work Essentials,Paper,58.32,86.3136,27.9936,9,0.0,90004.0,United States,Los Angeles,California,West,Individual Buyer,,,,,
792,765,762.0,37.0,CA-2019-126046,11/3/2019 0:00,11/7/2019 0:00,Regular Delivery,OFF-LA-10004484,Avery 476,Work Essentials,Labels,12.39,18.0894,5.6994,3,0.0,30318.0,United States,Atlanta,Georgia,South,Business Account,,,,,
793,766,763.0,294.0,CA-2017-114923,2/8/2017 0:00,2/13/2017 0:00,Regular Delivery,TEC-PH-10003931,JBL Micro Wireless Portable Bluetooth Speaker,Digital Equipment,Phones,107.982,80.9865,-26.9955,3,0.4,43229.0,United States,Columbus,Ohio,East,Individual Buyer,,,,,
794,767,764.0,295.0,CA-2016-162775,1/13/2016 0:00,1/15/2016 0:00,Priority Shipping,OFF-EN-10001990,Staple envelope,Work Essentials,Envelopes,11.36,16.6992,5.3392,2,0.0,71111.0,United States,Bossier City,Louisiana,South,Business Account,,,,,
795,768,765.0,295.0,CA-2016-162775,1/13/2016 0:00,1/15/2016 0:00,Priority Shipping,OFF-EN-10001532,Brown Kraft Recycled Envelopes,Work Essentials,Envelopes,50.94,76.41,25.47,3,0.0,71111.0,United States,Bossier City,Louisiana,South,Business Account,,,,,
796,769,766.0,295.0,CA-2016-162775,1/13/2016 0:00,1/15/2016 0:00,Priority Shipping,TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,Digital Equipment,Accessories,646.74,905.436,258.696,6,0.0,71111.0,United States,Bossier City,Louisiana,South,Business Account,,,,,
797,770,767.0,295.0,CA-2016-162775,1/13/2016 0:00,1/15/2016 0:00,Priority Shipping,OFF-BI-10004187,3-ring staple pack,Work Essentials,Binders,5.64,8.3472,2.7072,3,0.0,71111.0,United States,Bossier City,Louisiana,South,Business Account,,,,,
798,771,768.0,295.0,CA-2016-162775,1/13/2016 0:00,1/15/2016 0:00,Priority Shipping,OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,Work Essentials,Storage,572.58,606.9348,34.3548,6,0.0,71111.0,United States,Bossier City,Louisiana,South,Business Account,,,,,
799,772,769.0,296.0,CA-2016-106810,5/14/2016 0:00,5/20/2016 0:00,Regular Delivery,FUR-FU-10004306,Electrix Halogen Magnifier Lamp,Workspace Fixtures,Furnishings,310.88,334.196,23.316,2,0.2,33710.0,United States,Saint Petersburg,Florida,South,Business Account,,,,,
800,773,770.0,98.0,CA-2018-157245,5/19/2018 0:00,5/24/2018 0:00,Regular Delivery,FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,Workspace Fixtures,Chairs,641.96,821.7088,179.7488,2,0.0,22204.0,United States,Arlington,Virginia,South,Individual Buyer,,,,,
801,774,771.0,297.0,CA-2019-104220,1/30/2019 0:00,2/5/2019 0:00,Regular Delivery,OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,Work Essentials,Binders,18.28,27.42,9.14,2,0.0,50315.0,United States,Des Moines,Iowa,Central,Business Account,,,,,
802,775,772.0,297.0,CA-2019-104220,1/30/2019 0:00,2/5/2019 0:00,Regular Delivery,TEC-PH-10004614,AT&T 841000 Phone,Digital Equipment,Phones,207.0,258.75,51.75,3,0.0,50315.0,United States,Des Moines,Iowa,Central,Business Account,,,,,
803,776,773.0,297.0,CA-2019-104220,1/30/2019 0:00,2/5/2019 0:00,Regular Delivery,OFF-BI-10000301,GBC Instant Report Kit,Work Essentials,Binders,32.35,48.525,16.175,5,0.0,50315.0,United States,Des Moines,Iowa,Central,Business Account,,,,,
804,777,774.0,297.0,CA-2019-104220,1/30/2019 0:00,2/5/2019 0:00,Regular Delivery,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,Work Essentials,Binders,7.71,11.1795,3.4695,1,0.0,50315.0,United States,Des Moines,Iowa,Central,Business Account,,,,,
805,778,775.0,297.0,CA-2019-104220,1/30/2019 0:00,2/5/2019 0:00,Regular Delivery,OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,Work Essentials,Art,40.3,51.181,10.881,2,0.0,50315.0,United States,Des Moines,Iowa,Central,Business Account,,,,,
806,779,776.0,297.0,CA-2019-104220,1/30/2019 0:00,2/5/2019 0:00,Regular Delivery,FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Workspace Fixtures,Furnishings,34.58,49.1036,14.5236,7,0.0,50315.0,United States,Des Moines,Iowa,Central,Business Account,,,,,
807,780,777.0,298.0,CA-2016-165974,6/29/2016 0:00,7/6/2016 0:00,Regular Delivery,OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",Work Essentials,Art,32.76,36.4455,3.6855,7,0.2,45231.0,United States,Cincinnati,Ohio,East,Individual Buyer,,,,,
808,781,778.0,126.0,CA-2017-144267,8/21/2017 0:00,8/23/2017 0:00,Express Delivery,FUR-CH-10002335,Hon GuestStacker Chair,Workspace Fixtures,Chairs,544.008,584.8086,40.8006,3,0.2,94110.0,United States,San Francisco,California,West,Remote Workspace,,,,,
809,782,779.0,126.0,CA-2017-144267,8/21/2017 0:00,8/23/2017 0:00,Express Delivery,OFF-PA-10000157,Xerox 191,Work Essentials,Paper,59.94,88.1118,28.1718,3,0.0,94110.0,United States,San Francisco,California,West,Remote Workspace,,,,,
810,783,780.0,126.0,CA-2017-144267,8/21/2017 0:00,8/23/2017 0:00,Express Delivery,OFF-PA-10001947,Xerox 1974,Work Essentials,Paper,23.92,35.6408,11.7208,4,0.0,94110.0,United States,San Francisco,California,West,Remote Workspace,,,,,
811,784,781.0,126.0,CA-2017-144267,8/21/2017 0:00,8/23/2017 0:00,Express Delivery,OFF-PA-10003657,Xerox 1927,Work Essentials,Paper,4.28,6.206,1.926,1,0.0,94110.0,United States,San Francisco,California,West,Remote Workspace,,,,,
812,785,782.0,299.0,US-2017-157014,10/3/2017 0:00,10/6/2017 0:00,Priority Shipping,OFF-BI-10001098,Acco D-Ring Binder w/DublLock,Work Essentials,Binders,32.07,9.621,-22.449,5,0.7,43229.0,United States,Columbus,Ohio,East,Individual Buyer,,,,,
813,786,783.0,299.0,US-2017-157014,10/3/2017 0:00,10/6/2017 0:00,Priority Shipping,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,Digital Equipment,Accessories,24.0,21.3,-2.7,2,0.2,43229.0,United States,Columbus,Ohio,East,Individual Buyer,,,,,
814,787,784.0,299.0,US-2017-157014,10/3/2017 0:00,10/6/2017 0:00,Priority Shipping,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Workspace Fixtures,Bookcases,35.49,19.8744,-15.6156,1,0.5,43229.0,United States,Columbus,Ohio,East,Individual Buyer,,,,,
815,788,785.0,299.0,US-2017-157014,10/3/2017 0:00,10/6/2017 0:00,Priority Shipping,TEC-AC-10000057,Microsoft Natural Ergonomic Keyboard 4000,Digital Equipment,Accessories,47.984,48.5838,0.5998,2,0.2,43229.0,United States,Columbus,Ohio,East,Individual Buyer,,,,,
816,789,786.0,106.0,CA-2017-154921,5/23/2017 0:00,5/28/2017 0:00,Regular Delivery,OFF-EN-10000056,Cameo Buff Policy Envelopes,Work Essentials,Envelopes,186.69,274.4343,87.7443,3,0.0,29203.0,United States,Columbia,South Carolina,South,Business Account,,,,,
817,790,787.0,53.0,CA-2019-129567,3/17/2019 0:00,3/21/2019 0:00,Priority Shipping,OFF-BI-10000014,Heavy-Duty E-Z-D Binders,Work Essentials,Binders,17.456,23.3474,5.8914,2,0.2,93534.0,United States,Lancaster,California,West,Individual Buyer,,,,,
818,791,788.0,300.0,CA-2017-154620,12/12/2017 0:00,12/16/2017 0:00,Regular Delivery,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Workspace Fixtures,Chairs,348.928,383.8208,34.8928,2,0.2,93534.0,United States,Lancaster,California,West,Individual Buyer,,,,,
819,792,789.0,194.0,CA-2017-115938,6/26/2017 0:00,6/30/2017 0:00,Regular Delivery,OFF-BI-10001543,GBC VeloBinder Manual Binding System,Work Essentials,Binders,143.96,213.0608,69.1008,4,0.0,23223.0,United States,Richmond,Virginia,South,Individual Buyer,,,,,
820,793,790.0,194.0,CA-2017-115938,6/26/2017 0:00,6/30/2017 0:00,Regular Delivery,OFF-ST-10001321,"Decoflex Hanging Personal Folder File, Blue",Work Essentials,Storage,15.42,19.5834,4.1634,1,0.0,23223.0,United States,Richmond,Virginia,South,Individual Buyer,,,,,
821,794,791.0,194.0,CA-2017-115938,6/26/2017 0:00,6/30/2017 0:00,Regular Delivery,OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Work Essentials,Binders,43.04,64.1296,21.0896,8,0.0,23223.0,United States,Richmond,Virginia,South,Individual Buyer,,,,,
822,795,792.0,194.0,CA-2017-115938,6/26/2017 0:00,6/30/2017 0:00,Regular Delivery,FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,Workspace Fixtures,Chairs,332.94,412.8456,79.9056,3,0.0,23223.0,United States,Richmond,Virginia,South,Individual Buyer,,,,,
823,796,793.0,301.0,CA-2018-105256,5/20/2018 0:00,5/20/2018 0:00,Instant Dispatch,TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,Digital Equipment,Phones,1363.96,1449.2075,85.2475,5,0.2,28806.0,United States,Asheville,North Carolina,South,Individual Buyer,,,,,
824,797,794.0,302.0,CA-2016-156433,9/20/2016 0:00,9/26/2016 0:00,Regular Delivery,OFF-LA-10001569,Avery 499,Work Essentials,Labels,9.96,14.5416,4.5816,2,0.0,94110.0,United States,San Francisco,California,West,Individual Buyer,,,,,
825,798,795.0,302.0,CA-2016-156433,9/20/2016 0:00,9/26/2016 0:00,Regular Delivery,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",Work Essentials,Paper,21.72,32.3628,10.6428,4,0.0,94110.0,United States,San Francisco,California,West,Individual Buyer,,,,,
826,799,796.0,303.0,CA-2019-151428,9/21/2019 0:00,9/26/2019 0:00,Regular Delivery,OFF-BI-10000546,Avery Durable Binders,Work Essentials,Binders,20.16,30.0384,9.8784,7,0.0,55901.0,United States,Rochester,Minnesota,Central,Individual Buyer,,,,,
827,800,797.0,107.0,CA-2017-124653,12/24/2017 0:00,12/26/2017 0:00,Express Delivery,OFF-PA-10000176,Xerox 1887,Work Essentials,Paper,132.79,196.5292,63.7392,7,0.0,14609.0,United States,Rochester,New York,East,Business Account,,,,,
828,801,798.0,107.0,CA-2017-124653,12/24/2017 0:00,12/26/2017 0:00,Express Delivery,OFF-PA-10002365,Xerox 1967,Work Essentials,Paper,12.96,19.1808,6.2208,2,0.0,14609.0,United States,Rochester,New York,East,Business Account,,,,,
829,802,799.0,107.0,CA-2017-124653,12/24/2017 0:00,12/26/2017 0:00,Express Delivery,OFF-LA-10002271,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Work Essentials,Labels,21.56,31.9088,10.3488,7,0.0,14609.0,United States,Rochester,New York,East,Business Account,,,,,
830,803,800.0,304.0,CA-2017-101910,11/27/2017 0:00,12/3/2017 0:00,Regular Delivery,FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",Workspace Fixtures,Chairs,283.92,301.665,17.745,5,0.2,92530.0,United States,Lake Elsinore,California,West,Individual Buyer,,,,,
